Sample ID,Class,Individual,Project,Site#,Site Name,Session,Field Sp.,,#G,#U,Left,Vis. Sp.,Comments,,# loci,G10J,G10B,G1D,G10H,G10M,Mu50,G10P,G1A,G10C,G10L,G10U,G10X,CXX20,CXX110,Mu59,Psib
10860h2,unextracted,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10860ii,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,10,,A,u,prob. bb,,1,191.199,,,,,,,,,,,,,,,
10860j,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,6,,C,u,prob. bb,,1,187.201,,,,,,,,,,,,,,,
10860k,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,1,,C,u,,,0,1.201,,,,,,,,,,,,,,,
10860l3,unextracted,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10860m3,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,25,A,u,prob. bb,,0,87.99.01.191,,,,,,,,,,,,,,,
10860n,X2species,,w9845a,50,Leather Leafed Saxifrage,A,bb,,1,4,C,u,,,1,186.197,,,,,,,,,,,,,,,
10860o4,unextracted,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10860p4,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,4,15,A,u,,,1,187.201,,,,,,,,,,,,,,,
10860q4,unextracted,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10860r,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,10,,A,u,prob. bb,,1,187.201,,,,,,,,,,,,,,,
10860s5,Xblack,,w9845a,50,Leather Leafed Saxifrage,A,bb,,1,20,C,u,prob. bb,,1,191.199,,,,,,,,,,,,,,,
10860t5,unextracted,,w9845a,50,Leather Leafed Saxifrage,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10808a,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,B,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10808b,Xblack,,w9845a,50,Leather Leafed Saxifrage,B,GB,,,20,C,u,,,1,191.199,,,,,,,,,,,,,,,
10808c1,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,B,bb,,,,,,1 uf,,0,,,,,,,,,,,,,,,,
10808d1,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,B, bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10808e,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,B,GB?,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10808f,Xblack,,w9845a,50,Leather Leafed Saxifrage,B,bb,,1,,C,u,,,0,5.205,,,,,,,,,,,,,,,
10808g,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,B,bb,,,,,,no roots; prob. bb,,0,,,,,,,,,,,,,,,,
10808h2,Xblack,,w9845a,50,Leather Leafed Saxifrage,B,bb,,1,,C,u,,,0,191.95.99,,,,,,,,,,,,,,,
10808ii2,unextracted,,w9845a,50,Leather Leafed Saxifrage,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10808j,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,B,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10716a,Xblack,,w9845a,50,Leather Leafed Saxifrage,C,GB,,2,,C,u,,,1,195.205,,,,,,,,,,,,,,,
10716b,Xinadequate,,w9845a,50,Leather Leafed Saxifrage,C,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10716c,Xblack,,w9845a,50,Leather Leafed Saxifrage,C,GB?,,1,,C,u,added 1 shaft,,1,187.205,,,,,,,,,,,,,,,
10716d1,Xblack,,w9845a,50,Leather Leafed Saxifrage,C,unk,,5,,C,u,,,1,187.205,,,,,,,,,,,,,,,
1.07E+05,unextracted,,w9845a,50,Leather Leafed Saxifrage,C,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10716f,Xblack,,w9845a,50,Leather Leafed Saxifrage,C,bb,,5,,C,u,prob. bb,,1,195.205,,,,,,,,,,,,,,,
10767a,Xblack,,w9845a,50,Leather Leafed Saxifrage,D,bb,,10,,A,u,blonde,,1,195.201,,,,,,,,,,,,,,,
10767b,Xblack,,w9845a,50,Leather Leafed Saxifrage,D,bb,,2,,C,u,,,0,87.05.195,,,,,,,,,,,,,,,
10767c1,Xblack,,w9845a,50,Leather Leafed Saxifrage,D,bb,,10,,A,u,prob. bb,,1,191.199,,,,,,,,,,,,,,,
10767d1,unextracted,,w9845a,50,Leather Leafed Saxifrage,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10767e,Xblack,,w9845a,50,Leather Leafed Saxifrage,D,bb,,1,,C,u,,,0,95.205,,,,,,,,,,,,,,,
10830a,X2species,,w9845a,76,Lost Cr.,B,GB,,5,,C,u,v.small roots,,1,187.196,,,,,,,,,,,,,,,
10830b1,unextracted,,w9845a,76,Lost Cr.,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10830c1,Xblack,,w9845a,76,Lost Cr.,B,bb,,1,20,C,u,prob. bb,,1,203.209,,,,,,,,,,,,,,,
10830d2,unextracted,,w9845a,76,Lost Cr.,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
1.08E+06,sample,10879c1,w9845a,76,Lost Cr.,B,GB,,10,,A,u,prob. gb,,7,186.192,154.158,174.184,227.231,208.208,120.122,149.149,,,,,,,,,0.001
10830f,Xbomb,,w9845a,76,Lost Cr.,B,unk,,1,,C,u,small root,,0,95.95,,,,,,,,,,,,,,,
10830g,Xinadequate,,w9845a,76,Lost Cr.,B,GB,,,,,,no root,,0,,,,,,,,,,,,,,,,
10830h,Xinadequate,,w9845a,76,Lost Cr.,B,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10777a,Xbomb,,w9845a,76,Lost Cr.,D,bb,,1,,C,u,,,1,192.192,,,,,,51.151,,,,,,,,,
10879a1,unextracted,,w9845a,76,Lost Creek,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10879b1,unextracted,,w9845a,76,Lost Creek,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10879c1,sample,10879c1,w9845a,76,Lost Creek,A,GB,,6,,C,u,prob. gb,,15,186.192,154.158,174.184,227.231,208.208,120.122,149.149,184.184,211.211,155.157,159.163,141.143,129.129,151.151,223.223,0.001
10879d,Xblack,,w9845a,76,Lost Creek,A,GB,,1,,C,u,,,0,97.197,,,,,,,,,,,,,,,
10975a1,unextracted,,w9845a,6,Lower Laska,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10975b1,Xblack,,w9845a,6,Lower Laska,B,,,,25,B,u,prob. bb,,1,187.195,,,,,,,,,,,,,,,
10975c2,Xblack,,w9845a,6,Lower Laska,B,,,10,,A,u,prob. bb,,1,187.195,,,,,,,,,,,,,,,
10975d2,unextracted,,w9845a,6,Lower Laska,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10975e,Xblack,,w9845a,6,Lower Laska,B,,,1,,C,u,prob. bb,,1,199.199,,,,,,,,,,,,,,,
10975f,Xblack,,w9845a,6,Lower Laska,B,,,,12,C,u,,,1,187.195,,,,,,,,,,,,,,,
10975g,Xblack,,w9845a,6,Lower Laska,B,,,2,8,C,u,prob. bb,,0,187.95,,,,,,,,,,,,,,,
10975h3,unextracted,,w9845a,6,Lower Laska,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10975ii3,unextracted,,w9845a,6,Lower Laska,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10975j3,Xblack,,w9845a,6,Lower Laska,B,,,10,,A,u,prob. bb,,1,187.195,,,,,,,,,,,,,,,
10975k3,Xblack,,w9845a,6,Lower Laska,B,,,2,,C,u,prob. bb,,1,187.195,,,,,,,,,,,,,,,
10997a,Xblack,,w9845a,6,Lower Laska,C,,,10,,A,u,prob. bb,,1,197.203,,,,,,,,,,,,,,,
10997b,Xblack,,w9845a,6,Lower Laska,C,,,2,15,C,u,,,0,197.03.05.07,,,,,,,,,,,,,,,
10801a1,unextracted,,w9845a,26,Lower Midge,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10801b1,unextracted,,w9845a,26,Lower Midge,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10801c1,Xblack,,w9845a,26,Lower Midge,A,bb,,,25,B,u,,,1,197.201,,,,,,,,,,,,,,,
10801d,Xblack,,w9845a,26,Lower Midge,A,unk,,,20,C,u,,,1,197.201,,,,,,,,,,,,,,,
1.08E+06,Xblack,,w9845a,26,Lower Midge,A,bb,,4,15,B,u,,,1,197.201,,,,,,,,,,,,,,,
10801f2,unextracted,,w9845a,26,Lower Midge,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10801g,Xblack,,w9845a,26,Lower Midge,A,unk,,,15,C,u,,,1,197.201,,,,,,,,,,,,,,,
10801h3,unextracted,,w9845a,26,Lower Midge,A,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10801i3,Xblack,,w9845a,26,Lower Midge,A,unk,,1,20,A,u,,,1,197.201,,,,,,,,,,,,,,,
10801j3,unextracted,,w9845a,26,Lower Midge,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10801k,Xinadequate,,w9845a,26,Lower Midge,A,unk,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10988a,Xinadequate,,w9845a,26,Lower Midge,B,,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10988b,Xblack,,w9845a,26,Lower Midge,B,,,1,,C,u,,,1,201.201,,,,,,,,,,,,,,,
10988c,Xblack,,w9845a,26,Lower Midge,B,,,6,10,C,u,,,1,201.201,,,,,,,,,,,,,,,
10988d1,sample,10988d1,w9845a,26,Lower Midge,B,,,7,,C,u,prob. gb,,7,186.192,154.162,174.184,227.231,210.21,120.138,151.157,,,,,,,,,0.006
1.10E+05,unextracted,,w9845a,26,Lower Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10988f2,unextracted,,w9845a,26,Lower Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10988g2,Xblack,,w9845a,26,Lower Midge,B,,,,12,C,u,,,1,197.201,,,,,,,,,,,,,,,
10988h2,unextracted,,w9845a,26,Lower Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10988ii,Xblack,,w9845a,26,Lower Midge,B,,,10,,A,u,prob. bb,,1,197.203,,,,,,,,,,,,,,,
10988j,sample,10988d1,w9845a,26,Lower Midge,B,,,9,,C,u,prob. gb,,7,186.192,154.162,174.184,227.231,210.21,120.138,151.157,,,,,,,,,0.006
10988k3,Xblack,,w9845a,26,Lower Midge,B,,,10,,A,u,prob. bb,,1,197.203,,,,,,,,,,,,,,,
10988l3,unextracted,,w9845a,26,Lower Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10988m3,unextracted,,w9845a,26,Lower Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10907a,Xblack,,w9845a,26,Lower Midge,C,,,10,,B,u,,,0,209.11,,,,,,,,,,,,,,,
10907b1,Xblack,,w9845a,26,Lower Midge,C,,,10,,A,u,blonde - could be gb,,1,201.205,,,,,,,,,,,,,,,
10907c1,unextracted,,w9845a,26,Lower Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10907d1,unextracted,,w9845a,26,Lower Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10907e,unextracted,,w9845a,26,Lower Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10907f2,Xblack,,w9845a,26,Lower Midge,C,,,10,,B,u,prob. bb,,1,197.203,,,,,,,,,,,,,,,
10907g2,unextracted,,w9845a,26,Lower Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10907h,Xblack,,w9845a,26,Lower Midge,C,,,1,,C,u,,,1,183.185,,,,,,,,,,,,,,,
10907ii,unextracted,,w9845a,26,Lower Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10907j3,unextracted,,w9845a,26,Lower Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10907k3,Xblack,,w9845a,26,Lower Midge,C,,,10,,B,u,prob. bb,,1,197.203,,,,,,,,,,,,,,,
10907l4,Xblack,,w9845a,26,Lower Midge,C,,,,20,A,u,blonde and dark hairs - extracted blonde only,,1,201.205,,,,,,,,,,,,,,,
10907m4,unextracted,,w9845a,26,Lower Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10907n,Xblack,,w9845a,26,Lower Midge,C,,,10,,A,u,hairs of various colours - sampled light brown guard hairs,,1,187.205,,,,,,,,,,,,,,,
10945a1,unextracted,,w9845a,26,Lower Midge,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10945b1,Xblack,,w9845a,26,Lower Midge,D,,,10,,B,u,small roots,,1,187.205,,,,,,,,,,,,,,,
10945c,Xblack,,w9845a,26,Lower Midge,D,,,2,,C,u,,,1,207.209,,,,,,,,,,,,,,,
10945d,Xinadequate,,w9845a,26,Lower Midge,D,,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10945e,Xbomb,,w9845a,26,Lower Midge,D,,,2,,C,u,,,1,184.184,,,,,20.122,,,,,,,,,,
10945f,Xblack,,w9845a,26,Lower Midge,D,,,10,,A,u,,,1,187.205,,,,,,,,,,,,,,,
10959a1,unextracted,,w9845a,26,Lower Midge,x,,,,,,,,,0,,,,,,,,,,,,,,,,
10959b1,sample,10857f,w9845a,26,Lower Midge,x,,,10,,A,g,white-tipped,,7,186.192,162.162,183.184,227.227,210.21,120.13,149.151,,,,,,,,,0.006
10959c2,sample,10857f,w9845a,26,Lower Midge,x,,,2,15,C,u,,,7,186.192,162.162,183.184,227.227,210.21,120.13,149.151,,,,,,,,,0.006
10959d2,unextracted,,w9845a,26,Lower Midge,x,,,,,,,,,0,,,,,,,,,,,,,,,,
10959e,Xinadequate,,w9845a,26,Lower Midge,x,,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10959f,Xinadequate,,w9845a,26,Lower Midge,x,,,,,,,no roots -prob. not hair,,0,,,,,,,,,,,,,,,,
10978a,Xblack,,w9845a,2,Lower Mill,B,,,5,,C,u,prob. bb,,1,205.207,,,,,,,,,,,,,,,
10978b1,Xblack,,w9845a,2,Lower Mill,B,,,,5,C,u,,,0,97.07.205,,,,,,,,,,,,,,,
10978c1,unextracted,,w9845a,2,Lower Mill,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10978d,Xblack,,w9845a,2,Lower Mill,B,,,4,,C,u,prob. bb,,1,205.207,,,,,,,,,,,,,,,
10978e,Xblack,,w9845a,2,Lower Mill,B,,,10,,A,u,prob. bb,,1,205.207,,,,,,,,,,,,,,,
10978f,Xblack,,w9845a,2,Lower Mill,B,,,4,10,C,u,,,1,205.207,,,,,,,,,,,,,,,
10979a1,unextracted,,w9845a,2,Lower Mill,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10979b1,Xblack,,w9845a,2,Lower Mill,C,,,10,,A,u,prob. bb,,1,197.201,,,,,,,,,,,,,,,
10924a,Xblack,,w9845a,2,Lower Mill,D,,,5,10,C,u,prob. bb,,0,97.07.205,,,,,,,,,,,,,,,
10924b,Xblack,,w9845a,2,Lower Mill,D,,,2,,C,u,prob. bb,,1,205.207,,,,,,,,,,,,,,,
10973a,Xblack,,w9845a,3,Lower Narrows,A,,,3,5,C,u,,,1,201.201,,,,,,,,,,,,,,,
10973b1,Xblack,,w9845a,3,Lower Narrows,A,,,10,,A,u,,,1,201.201,,,,,,,,,,,,,,,
10973c1,unextracted,,w9845a,3,Lower Narrows,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10973d1,unextracted,,w9845a,3,Lower Narrows,A,,,,,,,,,0,,,,,,,,,,,,,,,,
1.10E+06,unextracted,,w9845a,3,Lower Narrows,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10973f2,Xblack,,w9845a,3,Lower Narrows,A,,,10,,A,u,,,1,201.207,,,,,,,,,,,,,,,
10973g2,unextracted,,w9845a,3,Lower Narrows,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10973h3,unextracted,,w9845a,3,Lower Narrows,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10973ii3,unextracted,,w9845a,3,Lower Narrows,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10973j3,Xblack,,w9845a,3,Lower Narrows,A,,,2,4,C,u,,,1,199.201,,,,,,,,,,,,,,,
10973k,Xblack,,w9845a,3,Lower Narrows,A,,,,25,B,u,,,1,201.201,,,,,,,,,,,,,,,
10973l4,Xbomb,,w9845a,3,Lower Narrows,A,,,,25,B,u,prob. bb,,0,,,,,,,,,,,,,,,,
10973m4,unextracted,,w9845a,3,Lower Narrows,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10748a,Xinadequate,,w9845a,3,Lower Narrows,B,,,,,,,no root,,0,,,,,,,,,,,,,,,,
10748b,Xinadequate,,w9845a,3,Lower Narrows,B,,,,,,,no root,,0,,,,,,,,,,,,,,,,
10971a,unextracted,,w9845a,21,Lower Seeman Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10971b,sample,10966a,w9845a,21,Lower Seeman Cr.,A,,,10,,A,g,,,7,186.192,162.162,174.184,227.231,210.21,122.13,151.151,,,,,,,,,0.008
10971c,unextracted,,w9845a,21,Lower Seeman Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10971d,Xbomb,,w9845a,21,Lower Seeman Cr.,A,,,3,,C,u,,,1,186.192,,,223.27.31,10.1,122.32.34,,,,,,,,,,
1.10E+05,Xblack,,w9845a,21,Lower Seeman Cr.,A,,,3,,C,u,,,1,205.205,,,,,,,,,,,,,,,
10971f1,unextracted,,w9845a,21,Lower Seeman Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10971g,Xbomb,,w9845a,21,Lower Seeman Cr.,A,,,8,,C,u,,,0,186.03,,,,,,,,,,,,,,,
10971h,Xbomb,,w9845a,21,Lower Seeman Cr.,A,,,10,,A,g,,,0,86.92.99.05,,,,,,,,,,,,,,,
10971ii2,Xblack,,w9845a,21,Lower Seeman Cr.,A,,,10,,A,g,,,1,199.205,,,,,,,,,,,,,,,
10971j2,unextracted,,w9845a,21,Lower Seeman Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10987a,Xblack,,w9845a,21,Lower Seeman Cr.,B,,,10,,A,g,blonde,,1,201.201,,,,,,,,,,,,,,,
10987b1,unextracted,,w9845a,21,Lower Seeman Cr.,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10987c1,sample,10969j3,w9845a,21,Lower Seeman Cr.,B,,,10,,A,u,prob. gb,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
10987d2,sample,10969j3,w9845a,21,Lower Seeman Cr.,B,,,10,,A,u,prob. gb,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
1.10E+06,unextracted,,w9845a,21,Lower Seeman Cr.,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10987f3,unextracted,,w9845a,21,Lower Seeman Cr.,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10987g3,unextracted,,w9845a,21,Lower Seeman Cr.,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10987h3,Xmixed,,w9845a,21,Lower Seeman Cr.,B,,,10,,A,g,white-tipped,,4,186.186,158.62.64,74.84.181,227.227,210.12.14,138.138,151.151,,,,,,,,,
10987ii3,Xblack,,w9845a,21,Lower Seeman Cr.,B,,,10,,A,g,,,1,201.201,,,,,,,,,,,,,,,
10987j,unextracted,,w9845a,21,Lower Seeman Cr.,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10987k,Xblack,,w9845a,21,Lower Seeman Cr.,B,,,10,,A,u,prob. bb,,1,187.207,,,,,,,,,,,,,,,
10987l,unextracted,,w9845a,21,Lower Seeman Cr.,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10987m,sample,10969j3,w9845a,21,Lower Seeman Cr.,B,,,10,,A,u,,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
10902a1,unextracted,,w9845a,24,Lower Seeman Cr.,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10902b1,Xblack,,w9845a,24,Lower Seeman Cr.,C,,,10,,A,u,,,1,187.207,,,,,,,,,,,,,,,
10902c,Xblack,,w9845a,24,Lower Seeman Cr.,C,,,10,,C,u,possib. gb,,1,187.207,,,,,,,,,,,,,,,
10902d,unextracted,,w9845a,24,Lower Seeman Cr.,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10902e,Xblack,,w9845a,24,Lower Seeman Cr.,C,,,10,,A,u,prob. bb,,1,197.197,,,,,,,,,,,,,,,
10902f2,unextracted,,w9845a,24,Lower Seeman Cr.,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10902g2,Xblack,,w9845a,24,Lower Seeman Cr.,C,,,10,,A,u,prob. bb,,1,201.201,,,,,,,,,,,,,,,
10902h,Xblack,,w9845a,24,Lower Seeman Cr.,C,,,10,,A,u,prob. bb,,1,187.207,,,,,,,,,,,,,,,
10902ii,unextracted,,w9845a,24,Lower Seeman Cr.,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10902j3,unextracted,,w9845a,24,Lower Seeman Cr.,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10902k3,unextracted,,w9845a,24,Lower Seeman Cr.,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10902l3,Xblack,,w9845a,24,Lower Seeman Cr.,C,,,,25,C,u,very pale,,1,201.201,,,,,,,,,,,,,,,
10902m3,Xblack,,w9845a,24,Lower Seeman Cr.,C,,,7,15,B,u,,,1,201.201,,,,,,,,,,,,,,,
10902n3,unextracted,,w9845a,24,Lower Seeman Cr.,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10939a,Xspecies,,w9845a,20,Lower Seeman Cr.,D,,,,,,u,prob. ungulate,,0,,,,,,,,,,,,,,,,
10939b,Xinadequate,,w9845a,20,Lower Seeman Cr.,D,,,,,,,1 uf,,0,,,,,,,,,,,,,,,,
10854a1,unextracted,,w9845a,33,MacGregor,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10854b1,Xblack,,w9845a,33,MacGregor,A,GB,,7,,C,,,,1,199.209,,,,,,,,,,,,,,,
10854c,Xblack,,w9845a,33,MacGregor,A,bb,,5,6,C,u,,,1,197.201,,,,,,,,,,,,,,,
10854d,Xblack,,w9845a,33,MacGregor,A,bb,,,30,A,u,,,1,197.201,,,,,,,,,,,,,,,
10705a,Xblack,,w9845a,33,MacGregor,C,bb,,,5,C,u,,,1,199.199,,,,,,,,,,,,,,,
10705b,Xblack,,w9845a,33,MacGregor,C,bb,,3,20,C,u,white,,1,199.209,,,,,,,,,,,,,,,
10678a,Xblack,,w9845a,near 25,Mark Tree Sample,,GB,,10,,A,u,,,1,187.201,,,,,,,,,,,,,,,
10678b,Xbomb,,w9845a,near 26,Mark Tree Sample,,GB,,1,25,B,g,very pitchy; roots appear to have been torn off,,1,186.192,,,27.31.237,,30.138,,,,,,,,,,
10799a,Xbomb,,w9845a,30-31,Mark Tree Sample,,GB,,,15,C,u,,,0,190.91.92,,,,,,,,,,,,,,,
10799b,Xbomb,,w9845a,30-31,Mark Tree Sample,,GB,,,20,C,u,,,0,86.01.05.192,,,,,,,,,,,,,,,
10800a,Xinadequate,,w9845a,44-45,Mark Tree Sample,,GB,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10800b,Xbomb,,w9845a,44-45,Mark Tree Sample,,GB,,,20,C,u,,,0,,,,,,,,,,,,,,,,
10850a,Xbomb,,w9845a,30-31,Mark Tree Sample,,GB,,10,,A,g,white-tipped,,0,86.87.92.95.05,,,,,,,,,,,,,,,
10850b,Xbomb,,w9845a,30-32,Mark Tree Sample,,GB,,10,,A,g,white-tipped,,5,186.192,44.44,181.184,252.252,14.214,130.138,149.151,,,,,,,,,
10850c,Xblack,,w9845a,30-33,Mark Tree Sample,,GB,,10,,A,u,,,1,197.201,,,,,,,,,,,,,,,
10898a,sample,1.08E+05,w9845a,near 44,Mark Tree Sample,,GB,,4,25,A,u,prob. gb,,7,192.194,162.162,183.186,227.227,212.214,120.138,151.153,,,,,,,,,0.002
10898b,Xbomb,,w9845a,near 45,Mark Tree Sample,,GB,,,20,C,u,,,4,192.194,62.162,83.183,227.227,212.214,120.138,151.53,,,,,,,,,
10898c,sample,1.08E+05,w9845a,near 46,Mark Tree Sample,,GB,,3,25,B,u,,,7,192.194,162.162,183.186,227.227,212.214,120.138,151.153,,,,,,,,,0.002
10899a,sample,10857r5,w9845a,30-31,Mark Tree Sample,,GB,,10,,B,u,,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10853a,Xblack,,w9845a,39,Mock Orange,A,bb,,,,,b,jet black root to tip,,0,,,,,,,,,,,,,,,,
10853b,Xblack,,w9845a,39,Mock Orange,A,bb,,10,,A,u,prob. bb,,1,197.205,,,,,,,,,,,,,,,
10853c1,Xblack,,w9845a,39,Mock Orange,A,bb,,,12,C,u,,,1,197.203,,,,,,,,,,,,,,,
10853d1,unextracted,,w9845a,39,Mock Orange,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
1.09E+06,unextracted,,w9845a,39,Mock Orange,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10853f2,Xblack,,w9845a,39,Mock Orange,A,bb,,,15,C,u,,,1,197.205,,,,,,,,,,,,,,,
10853g,Xinadequate,,w9845a,39,Mock Orange,A,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10853h,Xblack,,w9845a,39,Mock Orange,A,bb,,10,,A,u,prob. bb,,1,197.205,,,,,,,,,,,,,,,
10853ii,Xblack,,w9845a,39,Mock Orange,A,unk,,10,,A,u,extremely pale,,1,199.209,,,,,,,,,,,,,,,
10853j,Xblack,,w9845a,39,Mock Orange,A,bb,,,25,B,u,prob. bb,,1,197.205,,,,,,,,,,,,,,,
10853k2,Xblack,,w9845a,39,Mock Orange,A,bb,,8,,C,u,,,1,197.203,,,,,,,,,,,,,,,
10853l2,unextracted,,w9845a,39,Mock Orange,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10805a1,unextracted,,w9845a,39,Mock Orange,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10805b1,unextracted,,w9845a,39,Mock Orange,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10805c1,Xblack,,w9845a,39,Mock Orange,B,bb,,10,,A,u,,,1,203.207,,,,,,,,,,,,,,,
10805d,unextracted,,w9845a,39,Mock Orange,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10805e,Xblack,,w9845a,39,Mock Orange,B,bb,,2,,C,u,prob. bb,,1,205.205,,,,,,,,,,,,,,,
10805f2,unextracted,,w9845a,39,Mock Orange,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10805g2,Xblack,,w9845a,39,Mock Orange,B,bb,,10,,A,u,,,1,203.207,,,,,,,,,,,,,,,
10805h2,unextracted,,w9845a,39,Mock Orange,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10805ii2,Xblack,,w9845a,39,Mock Orange,B,bb,,4,,C,u,,,1,205.205,,,,,,,,,,,,,,,
10805j,Xblack,,w9845a,39,Mock Orange,B,bb,,10,,A,u,prob. bb,,1,205.205,,,,,,,,,,,,,,,
10805k,unextracted,,w9845a,39,Mock Orange,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10805l3,unextracted,,w9845a,39,Mock Orange,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10805m3,Xblack,,w9845a,39,Mock Orange,B,bb,,2,5,C,u,,,1,205.205,,,,,,,,,,,,,,,
